Cars,Construction,Unemployment,Newspapers,Jobs,Inflation,Aviation,Birthday,Business News,Loan,Real estate,elections,Car Loan,ehsaas program,Financial crisis,Weddings,budget,revenue,House Loan,Economy News,Travel,Fitness,subsidy,PSB,Interest,current account,Politics,parliament,protest,Economic crisis,stock market,trade,Investment,World News,Crisis,Cinema,BISP,Credit,Textile,LSM,Tourism,Agriculture,Cigarette,CPI,government,Manufacturing,deficit,FMCG,Fast Food,Food,USAID,Recession,economic growth,Hotels,taxes,House for sale
0,0,0,0,56,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,54,0,0,100,0,0,0,44,0,0,0,0,40,0,0,0,63,0,0
52,51,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,33,60,0,0,0,0,61,0,0,0,0,0,0,0,70,0,0,0,74,0,0,0,57,0,0
34,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,68,0,0,89,0,0,0,0,0,0,0,0,46,0,0,0,50,0,0
54,87,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,60,0,0,81,0,0,0,0,0,0,0,0,52,0,0,0,50,0,0
49,54,0,64,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,58,0,0,0,0,0,0,30,0,0,0,0,57,0,0,0,30,0,0
39,0,0,55,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,52,0,0,0,82,0,0,39,0,0,0,0,48,0,0,0,47,0,0
38,61,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,29,79,0,0,0,0,71,0,0,67,100,0,0,34,0,0,0,0,62,0,0,0,37,0,0
52,31,0,45,47,0,0,0,0,0,0,0,0,0,0,0,62,0,0,35,60,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,60,0,0,63,48,0,0,30,0,0,0,0,50,0,0,0,61,0,0
44,40,0,47,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,100,0,0,0,0,34,0,0,0,0,0,24,0,0,93,0,100,0,36,0,0,0,0,53,0,0,0,51,0,0
51,40,0,93,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,41,42,0,0,0,0,55,0,0,46,0,0,0,31,0,0,0,0,54,0,0,0,52,0,0
54,0,0,80,41,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,56,0,0,91,0,0,0,36,0,0,0,0,41,0,0,0,52,0,0
34,26,0,55,67,0,0,22,0,48,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,32,49,0,0,0,0,56,0,0,63,58,0,0,25,41,0,0,0,34,0,0,0,53,0,0
40,43,0,59,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,31,46,0,0,0,0,61,0,0,57,0,0,0,37,0,0,0,0,22,0,0,0,38,0,0
42,31,0,81,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,78,0,0,0,0,27,50,0,0,0,0,44,0,0,0,0,0,0,26,0,0,0,0,55,0,0,0,33,0,0
49,35,0,63,55,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,27,51,0,0,0,0,48,0,0,40,0,0,0,31,0,0,0,0,38,0,0,0,35,0,0
43,34,0,57,41,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,54,0,0,0,0,0,0,0,0,0,0,29,31,0,0,0,0,55,0,0,35,0,0,0,33,0,0,0,0,30,0,0,0,49,0,0
50,27,0,44,52,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,24,49,0,0,0,0,54,0,0,49,51,0,0,0,22,0,0,0,32,100,0,0,31,0,0
56,30,0,73,50,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,59,0,0,0,0,27,38,0,0,0,0,56,0,0,42,0,0,0,21,0,0,0,0,37,0,0,0,37,0,0
36,52,0,59,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,35,63,0,0,0,0,44,0,0,44,0,0,100,20,0,0,0,0,40,0,0,0,37,0,0
46,20,0,55,61,0,58,18,0,0,53,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,50,0,0,0,0,26,33,98,0,0,0,52,0,0,33,0,0,0,17,15,0,0,0,32,0,0,0,35,0,0
40,29,0,91,46,0,0,17,0,0,59,11,0,0,0,0,0,0,0,0,38,0,0,0,0,0,52,0,0,0,0,29,30,0,0,0,0,55,0,0,38,33,0,0,17,0,0,0,0,29,0,0,0,35,0,0
67,29,0,54,58,0,53,11,0,0,65,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,21,61,0,0,0,0,57,0,0,55,31,0,0,23,0,0,0,0,39,0,0,0,40,0,0
44,30,0,53,63,92,0,23,0,34,93,0,0,0,0,0,32,0,0,0,43,0,0,0,0,0,0,0,0,0,0,27,40,0,53,0,0,45,0,0,37,29,0,0,24,17,0,100,0,30,0,0,0,41,0,0
46,27,0,66,58,0,0,11,0,36,53,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,15,47,0,0,0,0,40,0,0,25,25,0,0,30,21,0,0,0,36,0,0,0,31,0,0
51,36,0,42,63,0,86,13,0,37,82,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,18,46,0,0,0,0,48,0,0,27,23,0,0,25,12,0,0,0,34,0,0,0,34,0,0
49,34,0,39,61,0,50,15,0,50,48,0,0,0,0,0,29,0,0,0,35,0,0,0,0,0,62,0,0,0,0,27,49,0,40,0,0,47,0,0,52,46,0,0,27,16,0,0,0,39,0,0,0,28,0,0
45,33,12,34,64,0,63,14,0,39,50,0,0,0,0,0,25,96,0,0,48,0,0,0,56,0,58,0,0,0,0,17,49,0,0,0,0,44,0,0,36,46,0,0,31,14,0,0,0,50,0,0,0,40,0,0
38,25,0,47,62,46,41,15,0,38,47,0,0,0,0,0,90,0,0,0,42,0,0,0,72,0,68,0,0,0,0,20,41,0,43,0,0,39,0,0,47,41,0,0,36,12,0,0,0,45,0,0,0,32,0,0
36,35,0,42,53,0,0,16,0,32,47,0,0,0,0,0,61,71,0,0,46,0,0,0,0,0,0,0,0,0,0,19,47,0,0,0,0,42,0,0,36,37,0,0,26,16,0,0,0,33,0,0,0,39,0,0
44,26,0,54,73,0,0,11,0,42,77,16,0,0,0,0,0,0,0,0,38,0,0,0,100,0,34,0,0,0,0,22,48,0,41,0,0,51,0,0,33,32,0,0,30,12,0,0,0,52,0,0,0,40,0,0
43,26,0,56,68,0,35,14,0,33,34,7,0,0,0,0,43,57,0,0,43,0,0,0,62,0,43,0,0,0,0,31,28,38,45,0,0,27,0,0,52,36,0,0,22,11,0,0,0,47,0,0,0,37,0,0
47,32,0,50,64,53,34,10,0,33,49,8,0,0,0,0,35,44,0,0,35,0,0,0,78,0,44,0,0,0,0,27,50,34,39,0,0,35,0,0,48,40,0,0,28,23,0,0,0,49,0,0,0,36,0,0
51,51,0,38,74,42,39,19,0,24,40,11,0,0,0,0,29,46,0,0,36,0,0,0,59,0,83,24,0,0,0,20,46,0,59,0,0,44,0,0,29,38,0,0,29,11,0,0,0,49,0,0,0,30,0,0
41,37,0,62,72,59,0,22,0,32,37,6,0,0,0,0,20,0,0,0,34,0,0,0,56,0,62,0,0,0,0,18,47,0,45,0,0,36,0,0,30,27,0,0,26,19,0,0,0,51,0,0,0,35,0,0
43,39,0,35,77,0,0,18,0,24,45,0,0,0,0,0,23,0,0,0,36,0,0,0,55,0,0,0,0,0,0,17,27,0,49,0,0,43,0,0,31,35,0,0,21,13,0,0,0,42,0,0,63,29,0,0
38,31,0,39,78,46,51,21,0,32,57,6,0,0,0,0,0,0,0,0,40,0,0,0,64,0,28,0,0,0,0,17,30,31,28,0,0,40,0,0,29,23,0,0,24,14,0,0,0,36,40,0,0,38,0,0
45,30,0,42,69,0,65,14,0,47,54,0,0,0,0,0,18,48,0,0,35,0,0,0,77,0,30,21,0,0,100,17,35,0,28,0,0,32,0,0,38,31,0,0,23,12,0,0,0,42,0,0,0,27,0,0
42,31,0,40,73,62,39,24,0,39,56,5,0,0,0,0,20,61,0,0,36,0,0,0,76,0,64,0,0,0,84,21,45,26,38,0,0,40,0,0,37,30,0,0,27,9,0,0,0,47,0,0,53,29,0,0
38,34,11,34,66,38,51,19,0,43,34,9,0,0,100,0,27,41,0,0,34,0,0,0,89,0,88,16,0,0,0,22,34,26,94,0,0,45,0,0,35,39,0,0,30,13,0,0,0,48,0,0,46,32,0,0
40,27,0,37,62,48,54,17,0,37,51,28,0,0,0,0,20,62,0,0,34,0,0,0,46,0,74,0,0,0,73,18,29,35,77,0,0,43,100,0,33,38,0,0,32,12,0,0,0,38,0,0,59,23,0,0
39,21,0,38,70,49,0,18,0,28,33,73,0,0,0,0,31,40,0,0,28,0,0,0,0,0,53,25,0,0,0,16,32,28,43,0,0,39,0,0,20,0,0,0,24,10,0,0,0,37,0,0,62,26,0,0
43,33,0,33,77,50,32,15,0,32,49,5,0,0,0,0,22,39,0,0,24,75,0,0,60,0,44,29,0,0,0,17,32,25,37,0,0,37,0,0,33,18,0,0,23,0,0,0,0,47,0,0,0,24,0,0
39,42,0,31,69,64,45,23,0,38,31,4,0,0,80,0,52,51,0,0,28,0,0,0,68,0,22,0,0,0,0,17,37,33,57,0,0,40,0,0,45,38,0,0,27,12,0,0,0,54,39,100,54,28,0,0
39,38,0,36,68,44,42,18,0,30,38,0,0,0,60,0,74,69,0,0,29,0,0,0,76,0,33,16,0,77,0,19,35,0,58,0,0,42,0,0,37,26,0,0,30,19,0,52,0,50,0,89,61,25,0,0
43,39,11,43,75,73,29,25,0,22,38,0,0,0,71,0,58,65,0,0,31,0,0,0,56,0,43,0,0,100,0,16,46,0,100,41,0,38,0,0,28,23,0,0,27,12,0,0,0,37,0,0,52,22,0,0
43,28,7,38,74,60,56,23,0,17,56,4,0,0,72,0,37,43,0,0,24,0,0,0,57,0,24,17,0,0,0,17,39,25,57,29,0,31,95,0,31,23,0,0,27,13,0,0,0,40,0,0,46,26,0,0
43,32,0,44,90,50,43,25,0,32,36,4,0,0,0,0,0,50,0,0,27,0,0,0,63,0,31,0,0,0,0,14,38,33,41,0,0,30,0,0,28,23,0,0,24,12,0,0,0,33,0,0,0,29,0,0
46,30,0,38,100,51,30,18,0,29,43,0,0,0,0,0,27,55,0,0,25,0,0,0,61,0,0,29,0,0,0,18,48,50,37,42,0,35,0,0,27,25,0,0,21,9,0,0,0,40,48,0,0,25,0,0
40,19,0,47,76,0,0,22,0,27,36,5,0,0,0,0,0,0,0,0,21,0,0,0,51,0,0,20,0,0,0,19,35,0,29,46,0,27,0,0,32,30,0,0,27,16,0,0,0,41,60,0,0,26,0,0
39,30,0,45,80,0,29,21,0,43,42,0,0,0,0,0,19,82,0,0,28,0,0,0,50,0,31,26,0,0,0,21,33,0,0,0,0,29,0,0,51,46,0,0,26,10,0,0,0,42,0,0,73,24,0,0
35,36,0,52,86,51,33,18,0,35,37,0,0,0,0,0,34,100,0,0,35,0,0,0,76,0,31,0,0,0,0,17,43,26,35,0,0,30,0,0,52,48,0,0,30,10,0,0,0,43,46,0,100,22,0,0
38,35,9,44,76,45,37,25,0,31,63,0,0,0,0,0,100,86,0,0,24,100,0,0,90,0,41,28,0,0,0,19,44,0,66,49,0,31,0,0,29,31,0,0,29,12,0,0,0,40,48,0,82,26,0,0
37,27,0,55,73,0,45,21,0,38,0,0,0,0,0,0,42,0,0,0,19,0,0,0,73,0,40,0,0,0,0,12,31,0,43,49,0,20,0,0,21,32,0,0,26,0,0,0,0,41,0,0,0,25,0,0
48,23,0,59,90,0,31,27,0,46,53,4,0,0,0,12,32,43,0,0,26,0,0,0,50,0,33,0,0,0,0,14,26,44,25,40,0,26,0,0,15,29,0,0,21,10,0,0,0,39,0,0,0,22,0,0
44,35,14,52,88,44,52,19,0,31,35,0,0,0,0,0,48,65,0,0,20,0,0,0,84,0,34,16,0,0,0,15,32,42,43,49,0,23,0,0,41,31,0,0,29,13,0,0,0,47,0,0,0,19,0,0
42,28,14,60,88,49,32,22,0,39,32,5,0,0,46,0,43,73,0,0,20,0,0,0,58,0,34,21,0,0,0,19,54,24,47,37,0,26,0,0,45,31,0,0,32,11,0,0,0,45,30,0,45,21,0,0
41,24,0,64,83,52,38,28,0,43,32,4,0,0,0,9,39,43,0,0,22,0,0,0,91,0,32,0,0,0,0,16,38,39,42,0,0,30,0,0,39,26,0,0,34,7,0,0,0,42,0,0,0,20,0,0
45,24,9,51,99,80,0,33,0,27,34,5,0,0,0,0,25,58,0,0,24,0,0,0,52,0,33,0,0,0,0,14,39,33,35,0,0,25,0,0,25,28,0,0,31,0,0,0,0,41,0,0,0,22,0,0
38,20,0,51,97,32,27,30,0,27,39,0,0,0,0,0,26,56,0,0,21,0,0,0,75,0,30,28,0,0,0,12,34,100,47,50,0,20,0,0,26,28,0,0,27,7,0,41,0,38,31,0,77,22,0,0
36,20,8,29,82,42,19,30,0,23,30,0,0,0,0,0,22,40,0,0,18,0,0,0,56,0,20,18,0,0,0,12,31,39,0,47,0,19,0,0,20,17,0,0,21,9,0,0,0,34,0,0,0,16,0,0
37,23,0,32,84,29,26,28,0,24,19,2,0,0,0,0,18,49,0,0,14,0,0,0,47,0,30,15,0,0,0,13,27,28,20,26,0,16,0,0,17,20,0,0,19,6,0,0,0,36,19,0,0,16,0,0
35,27,5,23,68,34,18,30,0,26,40,0,0,0,0,5,25,56,0,0,14,0,0,0,60,0,42,14,0,0,40,12,29,39,0,23,0,19,0,0,28,30,0,0,23,8,0,0,0,32,0,0,28,13,0,0
30,27,0,31,66,34,23,34,0,33,38,0,0,0,0,0,20,57,0,0,12,0,0,0,74,0,23,12,0,0,0,12,25,22,23,24,0,18,55,0,27,25,0,0,23,10,0,0,0,40,22,0,29,15,100,0
33,25,4,25,60,47,25,35,0,24,19,5,0,0,0,0,72,33,0,0,13,0,0,0,64,0,36,25,0,0,0,9,32,26,27,27,0,18,0,0,30,30,0,0,28,8,0,0,0,41,0,0,30,13,0,0
28,20,0,20,61,29,20,30,0,20,27,8,0,0,0,0,43,51,0,0,12,0,0,0,54,0,32,10,0,0,0,11,21,43,31,49,0,14,0,0,24,19,0,0,21,5,0,0,0,31,0,0,0,14,0,0
39,23,4,16,75,25,25,26,0,27,39,4,0,0,0,5,19,51,0,0,17,22,0,0,45,0,19,14,0,0,40,11,26,38,31,29,0,21,34,0,23,19,0,0,17,7,0,0,0,37,14,0,24,17,50,0
35,25,6,15,66,24,30,28,79,27,32,4,0,0,0,5,21,56,0,0,17,29,0,0,66,0,31,13,37,0,26,13,34,49,46,30,0,19,0,0,21,25,0,0,24,8,0,0,0,33,17,0,30,16,43,0
33,27,5,18,63,49,24,30,60,29,28,2,0,0,0,5,31,50,0,0,16,0,0,0,64,100,32,17,0,0,38,14,32,62,69,29,0,17,0,0,24,23,0,0,24,9,60,0,0,36,21,0,26,18,45,0
35,23,7,26,58,38,28,34,75,25,38,6,0,0,0,3,25,42,0,0,15,35,0,0,68,0,33,16,0,0,32,11,30,64,57,53,0,19,35,0,19,21,0,0,20,8,0,0,100,35,14,0,28,15,0,0
37,22,5,17,67,27,17,36,0,19,34,3,0,0,16,4,26,45,0,0,16,0,0,0,64,0,29,17,0,0,20,16,29,64,35,26,0,21,28,0,22,21,0,0,17,7,0,0,0,36,18,0,24,16,0,0
37,26,4,21,77,26,24,39,83,19,28,1,0,0,0,5,23,45,0,0,18,21,0,0,49,0,21,15,0,0,0,11,29,49,26,45,0,22,0,0,18,18,0,0,17,6,0,0,0,35,17,0,0,16,44,0
36,22,4,20,79,25,26,36,0,23,30,1,0,0,0,5,23,57,0,0,16,32,0,0,51,0,11,14,0,0,21,10,21,47,15,53,0,19,0,0,13,15,0,0,17,6,0,0,67,35,10,0,13,15,42,0
38,18,3,20,80,22,21,32,100,25,27,2,0,0,0,7,20,36,0,0,14,29,0,0,46,0,18,11,0,0,22,10,24,57,25,41,0,21,0,0,14,15,0,0,14,6,0,0,0,35,22,0,0,16,0,71
33,22,4,15,71,20,26,33,97,27,27,2,0,0,0,4,18,48,0,0,14,28,0,0,46,0,24,10,0,0,19,12,28,44,20,38,0,19,49,0,24,18,0,0,16,8,0,0,0,36,18,0,17,13,45,0
31,27,5,15,87,27,26,30,73,22,36,7,0,0,0,6,24,58,0,0,14,36,0,0,60,0,22,13,0,0,24,13,29,47,29,25,0,20,33,0,25,29,6,0,23,8,46,0,0,38,15,25,22,14,63,63
36,29,5,16,66,27,20,28,54,24,26,6,0,0,0,4,50,61,0,0,17,18,0,0,74,0,37,16,0,0,32,12,27,34,33,34,0,19,21,0,24,25,0,0,20,6,40,0,0,41,21,0,27,16,56,71
30,16,5,14,54,21,15,32,0,21,28,2,0,0,0,4,24,40,0,0,12,16,0,0,53,0,24,11,0,0,20,10,23,36,18,46,0,17,0,0,15,14,0,0,17,4,0,0,0,30,13,0,17,12,35,76
33,16,3,15,64,21,25,27,40,25,26,2,0,0,0,3,16,45,0,0,13,24,100,0,41,0,18,13,0,0,13,11,24,35,13,27,0,14,23,0,16,13,0,0,17,4,0,0,0,29,16,0,9,11,23,48
34,19,5,13,59,29,21,31,79,21,26,3,0,0,0,4,24,47,0,0,12,28,40,0,59,0,29,16,0,0,10,11,25,29,19,28,0,16,23,0,19,20,0,0,22,6,38,0,60,34,12,0,18,10,35,54
31,19,5,10,55,33,20,31,50,21,26,3,0,0,0,4,22,43,0,0,13,28,0,0,67,0,30,15,0,0,17,13,28,22,17,28,0,15,32,0,19,20,0,0,23,4,0,0,65,40,15,0,13,13,50,88
30,17,8,9,50,41,18,36,50,21,28,4,0,0,10,4,25,42,0,0,11,20,0,0,71,34,35,8,0,0,22,11,28,24,20,31,0,15,20,0,17,19,0,0,18,6,42,0,0,34,13,0,24,11,42,42
32,17,6,11,58,41,22,37,46,23,26,4,0,0,9,4,23,46,0,0,11,20,0,0,66,0,28,13,0,0,22,12,27,36,19,34,0,16,16,0,17,18,0,0,16,6,43,0,0,33,11,0,21,12,24,100
33,17,4,11,55,27,19,36,58,19,26,2,0,0,0,5,14,35,0,0,12,27,0,0,59,0,19,15,0,0,12,11,26,42,14,37,0,17,13,0,14,17,0,0,18,5,45,0,31,38,10,13,18,12,44,39
30,16,3,9,54,21,17,35,48,19,28,3,0,0,0,5,18,29,0,0,12,20,0,0,50,23,22,23,0,0,12,11,21,40,11,47,0,15,0,0,11,13,3,0,24,4,36,0,31,30,9,0,13,12,26,37
30,16,4,8,54,26,20,32,37,21,27,2,0,0,0,4,12,31,0,0,10,17,0,0,55,0,22,16,0,0,0,11,21,30,9,29,0,15,17,0,11,12,3,0,14,4,38,0,37,30,11,0,8,12,0,35
30,17,3,7,56,22,22,31,46,19,25,3,0,0,0,4,19,39,0,0,11,31,0,0,52,30,30,13,20,0,14,12,23,29,9,25,0,15,22,0,17,17,0,0,19,6,25,0,41,36,7,0,12,11,45,66
30,19,4,10,58,24,21,30,81,23,28,5,0,0,0,3,21,45,0,0,10,19,0,0,63,29,51,15,0,0,14,13,21,28,14,27,0,14,30,0,18,20,0,0,19,7,56,0,51,35,10,0,22,12,74,49
29,18,6,7,52,27,19,31,60,20,25,21,0,0,0,3,17,40,0,0,9,18,0,0,56,0,53,11,0,0,10,14,23,32,17,34,0,13,15,0,17,18,0,0,20,6,44,0,36,36,8,13,27,11,42,57
29,12,3,7,42,21,17,29,52,12,15,52,0,0,0,3,14,28,0,0,10,21,0,0,50,0,61,25,16,0,0,12,14,36,7,37,0,12,16,0,11,11,0,0,18,3,33,0,37,27,8,0,16,10,35,41
34,16,3,6,59,15,16,24,59,14,27,4,0,0,0,6,15,34,0,0,10,23,0,0,38,0,27,31,0,0,16,13,22,26,11,33,0,13,13,0,13,13,0,0,18,4,24,0,32,30,9,0,14,10,24,84
30,17,3,7,59,34,19,26,53,19,22,3,0,0,0,4,18,40,0,0,11,25,38,0,68,29,28,21,0,0,15,14,21,26,18,32,0,15,19,0,14,17,0,4,23,6,46,0,40,37,10,0,21,10,39,46
32,19,4,9,58,31,19,30,69,20,30,4,0,0,0,7,44,45,0,0,11,27,42,0,70,0,26,17,0,0,22,15,27,36,18,39,0,16,21,0,16,16,3,5,24,6,81,0,45,37,7,0,23,12,53,84
33,18,5,6,59,40,19,33,80,21,30,3,0,0,7,4,20,55,0,0,11,27,0,0,74,23,27,14,0,0,16,16,26,32,17,32,0,17,23,0,18,18,0,8,23,6,36,0,55,38,7,0,20,11,46,58
33,17,5,8,67,24,19,34,56,21,26,2,0,0,0,5,22,46,0,0,12,23,0,0,64,0,20,13,0,9,21,15,24,25,16,36,0,15,24,0,15,14,2,0,23,5,51,0,24,37,13,0,13,11,34,75
35,18,3,7,60,19,18,34,50,21,28,2,0,0,0,5,14,38,0,0,12,21,0,0,49,18,21,20,14,0,19,15,21,36,15,45,0,14,19,0,14,13,0,0,15,4,21,0,33,37,16,0,7,12,18,49
34,14,3,7,67,20,20,31,66,22,26,2,0,0,0,6,13,37,0,0,11,26,0,0,54,18,17,19,21,0,18,11,21,37,14,43,0,14,21,0,13,15,2,0,15,4,38,0,39,37,16,0,8,11,32,75
31,16,3,7,58,12,20,28,39,19,26,2,0,0,0,5,12,32,0,0,10,23,0,0,35,22,17,8,0,0,11,10,21,32,10,38,0,13,25,0,10,11,3,0,13,4,22,6,23,31,8,0,7,11,32,92
30,18,3,7,60,18,25,33,40,20,25,1,0,0,0,4,13,36,0,0,11,21,0,0,43,27,15,10,0,0,14,10,20,37,12,31,0,13,16,100,14,14,8,0,15,4,25,0,28,36,7,0,14,10,24,66
30,20,3,7,54,21,26,33,51,21,30,1,0,0,0,5,19,57,0,0,10,22,0,0,65,22,22,14,0,0,21,11,21,34,12,29,0,14,34,0,16,22,7,3,20,6,26,5,32,40,8,0,13,9,33,62
29,20,5,8,58,27,17,34,46,22,25,1,0,0,0,6,41,45,0,0,12,27,0,0,67,21,27,18,0,0,18,11,21,35,11,41,0,14,14,0,17,19,7,0,20,5,48,3,27,40,11,8,15,10,33,55
35,15,3,6,46,18,16,36,48,18,26,1,0,0,0,4,24,39,0,0,10,18,0,0,52,0,15,11,0,0,12,8,21,39,12,50,0,14,14,0,13,13,8,4,15,4,57,0,39,35,7,0,18,11,28,55
36,16,3,6,60,21,25,30,47,24,27,2,0,0,0,6,16,40,0,0,11,27,0,0,53,0,15,12,0,0,16,7,20,43,14,40,0,14,17,0,13,14,5,0,16,4,21,3,21,40,10,0,13,10,37,76
32,17,6,7,58,33,20,30,52,25,25,1,0,0,0,7,21,39,0,0,12,30,0,0,70,26,21,16,12,0,22,9,22,32,16,42,0,15,13,0,15,17,2,0,20,5,54,0,28,43,12,10,17,11,45,73
28,17,6,6,53,33,20,35,54,22,23,1,0,0,11,5,23,44,0,0,13,28,19,0,77,40,24,16,12,0,28,9,21,53,32,34,0,14,15,0,16,15,0,5,23,6,53,0,29,43,11,0,20,11,56,63
33,17,6,6,56,33,19,40,46,20,21,2,0,0,0,6,21,47,0,0,11,33,0,0,69,30,24,11,0,0,18,9,23,37,23,32,0,13,17,0,15,14,3,0,19,5,69,4,40,38,14,0,25,11,37,73
34,15,6,6,57,36,18,41,35,20,28,3,91,0,0,6,19,40,0,0,12,32,20,0,65,30,19,14,0,0,18,8,21,51,23,33,0,13,10,0,14,16,3,0,18,5,71,0,38,41,10,0,19,11,37,66
31,14,3,6,58,20,20,39,38,19,21,1,0,0,0,6,16,38,0,0,12,23,0,0,55,21,14,22,10,0,19,7,20,96,21,38,0,13,19,0,11,14,3,4,19,4,44,4,0,40,11,0,9,10,29,41
32,16,2,7,56,26,22,38,39,23,27,1,0,0,0,6,16,35,0,0,12,30,0,0,53,28,14,11,12,0,13,7,19,60,21,37,0,15,21,0,11,12,3,3,17,4,52,4,35,35,9,0,14,10,24,72
32,14,2,7,59,100,22,37,66,20,23,1,0,0,0,6,13,33,0,0,11,27,0,0,50,18,14,8,0,7,14,5,18,48,18,42,0,13,15,0,9,11,0,0,15,4,29,0,44,33,10,0,7,9,23,69
30,16,5,6,56,51,23,38,48,22,24,1,0,0,0,6,12,40,0,0,12,29,0,0,52,30,17,9,0,0,19,7,21,38,15,35,0,13,20,0,11,14,2,0,16,4,55,5,30,37,13,0,19,10,25,67
30,19,4,6,56,36,22,40,56,23,25,2,0,0,0,7,16,44,0,0,11,24,0,0,68,31,24,17,10,0,26,9,23,37,19,39,0,13,24,0,17,20,3,0,21,5,30,3,18,44,10,0,21,10,34,56
29,19,5,6,49,30,17,44,46,24,24,3,0,0,0,7,42,45,0,0,11,25,0,0,75,23,26,27,16,0,15,8,22,42,19,41,0,13,24,0,17,21,2,0,19,6,45,0,22,44,11,0,19,9,54,69
34,14,3,5,51,25,19,40,29,20,23,3,0,0,0,7,23,39,0,0,9,24,0,0,58,23,17,10,11,0,13,7,20,38,11,53,0,13,15,0,11,12,0,0,16,5,41,3,28,35,8,8,12,10,27,86
33,17,2,6,53,22,24,33,55,20,27,2,0,0,0,6,15,36,0,0,11,18,0,0,58,17,14,9,0,0,13,5,21,39,14,44,0,13,17,0,10,13,1,0,17,5,34,3,31,38,7,0,0,9,36,68
29,19,4,7,55,27,22,39,68,21,22,4,0,0,0,5,20,51,0,1,12,29,0,0,61,23,21,15,12,0,24,7,21,34,29,56,0,13,19,0,14,17,2,0,19,5,65,3,22,40,12,8,22,10,45,68
30,18,6,6,50,32,17,45,41,20,23,20,0,0,0,6,21,48,0,0,11,28,0,0,63,44,24,15,9,0,16,7,23,34,26,48,0,12,16,0,12,18,2,0,21,5,63,3,36,43,11,0,23,10,45,72
33,17,6,6,48,41,15,49,49,21,23,9,0,0,0,7,20,41,0,0,11,32,0,0,70,20,22,12,10,0,19,8,24,35,28,72,0,13,17,0,12,14,3,0,21,6,61,0,41,39,9,0,14,10,43,76
32,16,5,6,49,37,16,50,72,19,20,4,0,0,0,6,20,37,0,0,11,30,0,0,69,23,20,19,8,0,16,8,25,41,25,47,0,13,15,0,11,14,0,3,18,5,100,0,37,43,10,10,20,11,34,80
30,16,2,6,52,24,18,48,56,19,20,3,0,0,0,6,16,38,0,1,11,24,0,0,59,30,18,27,0,0,13,7,21,52,19,40,0,15,16,0,12,13,3,0,20,5,39,0,32,44,13,0,10,9,31,70
31,16,3,5,55,20,19,45,77,22,22,4,0,0,0,6,14,34,0,0,11,24,0,0,56,22,22,17,0,6,22,6,21,41,17,56,0,13,13,0,10,14,2,0,14,3,27,2,28,39,12,0,10,10,32,89
28,15,2,4,56,20,20,42,47,20,20,2,0,0,0,7,13,33,0,0,11,27,0,0,51,26,13,8,19,0,17,5,21,37,11,48,0,14,10,0,9,11,2,0,13,4,33,0,29,37,11,0,6,11,22,70
31,16,3,5,56,22,24,44,70,24,24,2,0,0,0,6,14,45,0,0,11,25,15,0,66,26,31,10,26,0,27,7,23,34,16,50,0,14,18,0,12,15,2,0,16,4,36,0,31,44,14,10,15,10,24,62
