date,Investment,government,USAID,BISP,parliament,Textile,subsidy,Birthday,Cars,mehngai,Financial crisis,Agriculture,protest,LSM,Inflation,Interest,Tourism,Business News,Cinema,economic growth,FMCG,budget,Recession,Aviation,Construction,Crisis,World News,PSB,Credit,Travel,deficit,revenue,Loan,Manufacturing,M0,House Loan,taxes,Economic crisis,Car Loan,Food,Weddings,Politics,current account,Jobs,elections,trade,Fast Food,Cigarette,Real estate,House for sale,Economy News,Newspapers,CPI,Fitness,Hotels,Unemployment,stock market
09/30/2021,16,54,3,0,3,5,0,62,10,0,0,30,3,0,15,45,7,4,26,8,8,14,2,5,11,8,14,10,13,18,23,7,84,4,0,50,34,1,82,67,11,12,66,12,1,16,19,41,11,6,23,8,11,34,14,22,4
10/31/2021,16,53,3,0,3,4,0,62,9,0,1,35,7,0,16,39,7,5,26,9,10,22,2,6,10,7,13,0,12,15,20,7,65,4,0,39,31,1,71,71,12,13,68,11,1,18,22,42,10,5,24,8,16,42,15,22,5
11/30/2021,16,58,3,0,3,4,1,61,9,0,0,29,2,0,18,39,8,5,24,10,11,19,2,6,11,8,14,29,12,18,20,7,58,4,0,24,31,1,79,71,13,16,81,12,3,19,22,44,11,6,21,7,16,36,17,20,5
12/31/2021,12,41,2,0,3,3,0,56,9,0,0,16,2,0,13,30,5,3,54,6,7,15,1,6,9,5,10,0,12,21,13,6,51,3,0,24,30,1,70,58,11,11,63,10,1,12,19,43,9,6,18,7,14,23,20,14,4
01/31/2022,22,57,3,0,4,5,1,57,12,0,1,25,2,0,19,44,8,5,37,8,11,24,2,7,13,8,12,14,15,23,24,8,59,4,88,33,46,1,100,84,13,14,97,19,1,20,28,54,15,7,22,6,24,35,20,27,6
02/28/2022,21,71,4,0,5,4,0,67,11,0,1,31,3,0,20,48,9,5,27,10,11,23,2,8,15,14,21,7,15,24,25,10,60,5,70,41,52,1,90,89,11,16,89,19,3,22,26,62,16,6,26,6,23,43,21,28,7
03/31/2022,23,67,4,0,5,3,0,73,11,0,1,27,3,0,23,53,9,5,30,8,14,20,2,10,14,13,26,12,15,25,27,10,69,5,64,39,52,1,87,92,13,14,100,20,1,22,28,60,17,7,35,7,27,57,23,22,7
04/30/2022,25,53,3,0,4,3,0,78,11,0,0,15,2,0,17,44,6,4,42,7,13,18,2,7,11,8,14,25,16,25,21,8,65,4,58,38,44,1,89,79,13,13,85,19,2,19,26,60,15,7,21,7,18,37,21,15,5
05/31/2022,22,60,3,0,4,3,0,79,10,0,1,26,3,0,22,42,8,5,42,6,12,19,3,8,12,10,14,67,16,26,25,8,59,4,0,47,47,1,93,94,11,17,87,20,6,21,27,69,15,7,25,8,34,39,22,18,7
06/30/2022,21,61,4,0,4,4,0,80,10,0,1,27,2,0,28,37,7,5,29,7,13,19,4,7,14,10,15,77,15,27,24,9,65,4,0,59,50,1,93,94,10,23,95,22,5,20,29,68,15,8,23,10,30,39,22,19,7
07/31/2022,21,55,3,0,3,3,0,84,10,0,1,17,5,0,31,41,6,6,33,6,14,18,5,8,11,9,15,67,16,25,24,8,64,4,59,35,43,1,79,82,11,18,94,21,3,18,27,61,16,7,31,8,50,33,23,14,6
08/31/2022,20,46,5,0,3,3,0,70,9,0,0,15,2,0,25,41,6,5,27,6,11,18,3,8,11,8,14,75,15,25,22,8,65,4,0,45,43,1,81,79,10,14,80,22,4,17,25,53,16,7,29,7,64,29,21,13,5
09/30/2022,23,56,4,0,5,5,0,73,11,0,0,38,3,0,22,47,7,4,33,6,15,19,3,8,11,9,12,53,15,23,23,8,65,4,81,37,46,1,83,85,11,14,85,21,2,21,25,60,15,6,23,7,70,48,20,13,5
10/31/2022,21,65,4,0,4,5,0,81,9,0,1,38,3,0,25,46,8,4,40,7,11,24,4,7,11,9,11,39,15,23,25,8,59,4,54,40,44,1,82,85,10,17,81,20,2,20,24,54,15,7,30,7,64,51,20,18,5
11/30/2022,20,59,4,0,4,4,0,66,9,0,1,36,2,0,28,48,9,4,47,12,12,24,4,8,14,10,27,41,14,21,25,9,55,5,68,31,43,1,65,88,10,18,81,19,9,23,25,65,14,5,26,6,80,40,20,23,6
12/31/2022,17,47,3,0,3,3,0,72,8,0,1,15,2,0,21,37,6,3,60,8,13,21,2,7,11,7,30,38,14,20,23,8,50,4,56,46,46,1,56,73,11,14,78,19,2,17,24,57,13,6,15,6,86,30,22,17,5
01/31/2023,18,62,3,0,4,4,0,57,9,0,1,26,2,0,22,46,7,5,45,8,15,25,3,9,13,9,10,44,14,21,26,9,49,4,52,42,49,1,83,86,8,16,89,23,4,19,26,60,16,6,26,7,90,38,19,17,5
02/28/2023,16,71,3,0,4,3,0,61,8,0,0,19,8,0,21,43,6,5,24,8,12,18,3,8,11,11,10,73,14,18,24,9,45,4,54,30,47,1,63,82,6,21,91,18,49,18,22,46,14,5,24,9,95,36,16,19,5
03/31/2023,19,66,3,0,5,3,0,76,9,0,1,19,6,0,19,45,6,4,34,7,13,18,3,8,11,9,8,100,15,21,26,8,50,4,0,45,52,1,73,88,8,17,89,20,20,19,27,57,16,6,18,9,66,33,17,18,5
04/30/2023,19,60,3,0,4,3,1,83,9,0,0,16,2,0,18,40,6,4,29,8,14,18,2,9,11,14,8,74,14,22,25,9,56,5,0,27,55,1,63,85,10,15,81,19,3,18,26,59,14,7,21,6,57,31,20,19,5
05/31/2023,24,64,4,0,5,4,10,80,9,0,1,34,2,0,22,47,9,4,28,9,12,20,2,9,14,10,10,64,14,22,28,10,54,7,0,39,55,2,62,100,9,14,87,20,3,20,26,64,15,6,25,6,57,35,20,22,6
06/30/2023,21,61,4,0,4,4,9,78,10,0,0,25,2,0,23,43,7,5,30,8,17,21,2,9,14,8,13,75,13,24,30,9,65,4,0,42,55,1,81,95,8,13,80,22,2,19,25,60,14,6,19,7,62,35,20,20,7
07/31/2023,20,57,3,0,4,4,3,73,9,0,0,21,2,0,24,44,6,5,33,9,14,19,2,9,14,8,14,81,15,23,27,9,60,4,0,41,56,1,54,92,8,12,82,23,2,19,27,61,17,7,23,7,77,36,22,15,6
08/31/2023,22,49,3,0,3,4,2,68,8,0,0,16,4,0,19,42,7,5,29,8,13,18,2,9,12,8,13,79,14,22,24,8,61,4,50,41,48,1,41,79,6,10,69,23,2,16,24,61,14,7,22,6,75,34,19,15,5
09/30/2023,19,54,4,0,3,4,2,75,8,0,0,33,3,0,18,40,7,4,24,7,13,18,2,8,12,7,7,74,13,22,21,8,53,4,0,24,43,1,53,80,7,10,74,22,2,18,22,55,14,6,23,6,62,43,18,12,5
10/31/2023,18,60,3,0,4,5,1,69,8,0,1,36,2,0,22,42,8,4,24,7,11,20,2,8,14,8,12,65,13,20,21,8,49,4,0,50,43,1,57,88,8,11,65,22,2,22,23,54,15,6,24,6,48,52,18,13,5
11/30/2023,17,59,4,0,4,3,1,66,7,0,0,28,2,0,22,44,7,4,21,7,14,22,2,9,15,7,10,57,12,19,23,8,51,4,58,28,46,1,54,85,8,11,78,22,3,19,22,60,15,6,20,6,80,47,20,17,5
12/31/2023,15,48,2,0,3,2,1,64,7,0,0,14,1,0,15,36,5,3,70,5,10,25,2,8,9,7,7,70,12,19,19,7,49,3,55,39,41,1,43,69,7,8,65,18,1,15,22,54,13,6,14,5,67,27,23,9,5
01/31/2024,18,60,3,0,3,4,1,54,8,0,0,25,1,0,18,38,6,4,40,6,13,25,1,9,12,8,8,58,12,21,26,8,43,4,64,31,48,1,49,83,6,10,76,21,2,18,28,55,13,6,17,5,65,37,18,13,7
02/29/2024,16,66,3,0,5,3,1,57,7,0,1,25,9,0,38,40,6,4,20,7,11,19,7,7,12,8,7,76,11,19,26,8,40,4,86,31,54,2,44,86,5,10,75,18,2,18,21,51,13,6,37,5,97,37,17,18,6
03/31/2024,16,58,3,0,4,3,1,67,8,0,1,19,2,0,24,42,6,4,22,6,14,22,2,7,12,8,7,80,12,20,24,8,46,4,0,38,51,2,39,83,7,10,69,17,2,18,24,51,13,7,31,5,78,33,18,16,5
04/30/2024,17,64,3,0,4,3,1,68,8,0,0,16,1,0,19,38,5,4,25,5,11,16,2,8,11,7,8,63,14,18,23,7,54,4,0,38,48,1,45,76,6,8,68,18,2,16,22,50,14,6,14,5,78,27,17,11,5
05/31/2024,17,62,3,0,3,3,1,68,8,0,0,31,1,0,23,41,7,4,22,6,11,17,2,8,12,8,9,75,15,19,24,8,54,4,0,39,48,1,38,88,6,9,67,17,2,18,22,58,14,6,18,5,76,33,18,13,5
06/30/2024,15,57,4,0,4,3,1,68,8,0,0,21,2,0,25,39,5,4,27,7,10,18,2,8,11,7,10,80,13,20,21,7,53,3,0,28,46,1,46,83,8,9,67,17,2,17,22,60,14,6,30,5,100,32,18,12,5
07/31/2024,21,60,4,0,4,3,1,59,8,0,1,18,33,0,25,39,5,4,30,6,11,18,2,8,11,8,9,81,12,19,25,9,56,4,0,44,49,1,44,78,6,10,61,19,3,17,21,66,13,6,26,5,81,30,18,12,6
08/31/2024,19,50,3,0,3,2,2,57,7,0,0,13,55,0,16,33,5,3,27,5,14,16,2,7,10,6,10,86,12,20,22,7,62,3,0,25,42,1,38,69,5,8,60,19,1,15,21,55,12,6,22,5,77,30,18,9,6
09/30/2024,32,53,3,0,3,4,1,57,7,0,0,30,5,0,17,36,5,4,23,4,10,16,2,7,9,5,9,95,11,17,21,6,50,3,52,34,43,1,47,72,6,8,54,19,3,18,19,59,13,5,19,5,74,39,16,9,4
10/31/2024,24,62,3,0,3,4,1,61,7,0,0,35,4,0,18,36,6,4,23,5,10,16,1,8,9,7,12,82,11,18,18,8,48,3,0,27,43,1,31,75,6,9,54,18,3,19,20,51,12,6,14,5,58,48,17,10,5
11/30/2024,13,53,3,0,3,3,0,55,6,0,0,26,2,1,15,38,5,3,28,5,9,19,1,7,10,6,11,86,11,16,21,8,51,3,60,31,46,1,37,81,7,8,52,17,9,18,18,55,12,6,19,4,50,38,18,11,6
12/31/2024,14,44,3,0,2,2,0,50,7,0,0,15,1,0,13,39,4,3,43,4,8,20,1,7,9,5,9,81,11,18,17,8,46,3,23,28,42,1,40,66,7,7,54,15,2,16,18,46,11,5,11,4,58,29,19,7,4
