Cars,Construction,Unemployment,Newspapers,Jobs,Inflation,Aviation,Birthday,Business News,Loan,Real estate,elections,Car Loan,Weddings,budget,revenue,House Loan,Economy News,Travel,Fitness,subsidy,Interest,mehngai,Politics,parliament,protest,Economic crisis,stock market,trade,M0,Investment,World News,Crisis,Cinema,Credit,Textile,LSM,Tourism,Agriculture,Cigarette,CPI,government,Manufacturing,deficit,FMCG,Fast Food,Food,USAID,Recession,economic growth,Hotels,taxes,House for sale
8,14,0,10,21,5,0,10,0,0,0,2,0,0,22,0,0,0,5,9,0,10,0,0,0,0,0,0,7,0,3,73,18,16,16,0,0,43,19,11,31,7,0,0,0,0,21,40,0,0,7,43,0
10,15,0,15,18,5,8,10,0,0,0,2,0,0,22,0,0,0,8,13,0,11,0,0,0,0,0,0,7,0,3,0,0,16,16,32,0,38,23,21,23,0,0,0,0,0,20,30,0,0,7,0,0
11,13,0,9,18,0,11,9,0,0,0,1,0,0,25,0,0,0,9,11,0,0,0,0,0,0,0,0,6,0,4,89,0,18,15,0,0,0,19,24,28,0,0,0,0,0,23,50,0,0,8,0,0
13,15,0,6,23,0,9,9,0,0,0,0,0,0,25,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,5,87,0,12,19,32,0,0,19,21,19,7,0,0,0,0,27,0,0,0,6,0,0
9,13,0,5,21,0,8,7,0,0,0,0,0,0,21,0,0,0,7,11,0,0,0,0,0,0,0,0,8,0,3,77,0,16,15,0,0,0,21,23,12,0,0,0,0,0,23,0,0,0,7,0,0
7,15,0,7,23,0,9,10,0,26,0,1,0,0,25,0,0,0,4,10,0,0,0,0,0,0,0,0,8,0,3,0,19,16,16,0,0,0,14,27,19,10,1,0,0,0,22,0,0,0,7,0,0
7,12,0,7,16,0,7,10,0,0,2,1,0,0,22,0,0,0,6,15,0,0,0,0,0,0,0,0,7,0,3,0,0,17,15,0,0,0,24,24,52,0,0,0,0,0,18,0,0,0,7,0,0
6,14,0,8,21,0,7,11,0,0,3,2,0,0,22,0,0,0,5,11,100,13,0,0,0,0,0,0,7,0,6,0,15,17,16,0,0,0,25,12,17,0,0,0,0,0,27,35,0,0,6,0,0
8,13,0,9,15,0,0,11,0,0,0,1,0,0,24,0,0,0,9,12,0,0,0,0,0,0,0,0,6,0,4,0,0,14,19,0,0,0,22,19,13,0,0,0,0,0,22,0,0,0,6,60,0
7,14,0,14,20,0,12,12,0,0,0,2,0,0,25,0,0,0,8,11,0,16,0,0,0,0,0,0,6,0,5,0,0,14,17,34,0,37,19,21,10,11,0,0,0,0,28,35,0,0,7,0,0
6,14,0,13,17,5,9,11,0,0,0,3,0,0,28,0,0,0,8,9,0,17,0,0,0,0,0,0,6,0,6,0,0,14,17,0,0,0,26,23,9,7,0,0,0,0,37,0,0,0,10,0,0
7,15,0,12,23,0,9,14,0,0,3,6,0,0,26,0,0,0,7,7,0,13,0,0,0,0,0,0,7,0,4,0,19,16,19,0,0,45,26,22,9,7,0,0,0,0,39,0,0,0,8,0,0
6,14,0,17,25,0,9,12,0,0,3,5,0,0,23,0,0,0,8,0,0,9,0,0,0,0,0,0,9,0,6,0,0,17,17,39,0,33,30,17,12,13,0,0,0,0,35,32,0,0,9,0,0
7,12,0,15,22,0,7,14,0,25,0,3,0,0,26,0,0,0,8,10,0,8,0,0,0,0,0,0,9,0,6,0,0,23,18,0,0,0,22,25,8,0,0,0,0,0,32,0,0,0,8,0,0
7,14,0,14,20,0,10,12,0,0,0,3,0,0,25,0,0,0,9,9,0,10,0,0,0,0,0,0,10,0,4,0,0,22,16,0,0,32,31,20,11,6,0,0,0,0,23,38,0,0,8,49,0
6,15,0,11,20,0,16,13,0,0,3,3,0,0,23,0,0,0,5,12,0,0,0,0,0,0,0,0,9,0,5,0,16,25,17,0,0,0,28,19,7,0,0,0,0,0,27,88,0,0,10,0,0
10,13,0,9,23,0,11,11,0,24,0,5,0,0,24,0,0,0,6,11,0,14,0,0,0,0,0,0,7,0,5,0,16,25,17,36,0,0,25,14,6,0,0,0,0,0,28,65,0,0,8,0,0
6,12,0,8,21,0,16,15,0,27,2,9,0,0,26,0,0,0,7,14,0,16,0,0,0,0,0,0,7,0,5,0,17,22,18,0,0,0,24,15,6,7,0,0,0,0,31,49,0,0,6,0,0
8,12,0,12,25,0,11,15,70,0,0,32,0,0,26,0,0,0,7,16,0,13,0,0,0,0,0,0,9,0,6,0,0,23,15,37,0,30,27,18,8,7,0,0,0,0,32,48,0,0,8,47,0
8,13,0,10,24,0,8,16,0,25,0,7,0,0,23,0,0,0,7,14,0,8,0,94,0,0,0,0,8,0,4,0,18,25,18,33,0,0,29,20,7,7,0,0,0,0,25,42,0,0,7,46,0
9,14,0,13,21,0,11,16,0,0,0,4,0,0,26,0,0,0,7,16,0,11,0,0,0,0,0,0,7,0,3,0,0,25,19,35,0,0,24,12,7,7,0,0,0,0,20,32,0,0,7,0,0
6,20,0,6,23,4,8,13,0,0,0,3,0,0,39,0,0,0,7,13,0,11,0,0,0,0,0,0,6,0,6,0,0,23,18,32,0,32,24,23,40,7,0,0,0,2,31,38,0,0,8,46,0
6,20,0,8,24,0,13,13,0,0,2,4,0,0,32,0,0,0,6,9,0,11,0,0,0,0,0,0,10,0,4,0,0,22,19,0,0,0,23,18,84,11,0,0,0,0,28,37,0,0,8,53,100
5,16,0,9,20,6,6,13,0,0,2,5,0,0,30,0,0,0,7,15,0,10,0,0,0,0,0,0,7,0,5,0,0,24,16,35,0,0,26,25,56,6,0,0,0,0,36,39,0,0,8,46,0
9,17,0,10,21,4,7,14,0,24,3,1,0,0,28,7,0,0,7,12,0,10,0,45,0,0,0,0,7,0,5,0,0,23,18,43,0,0,29,20,11,9,0,0,0,0,26,0,0,0,7,78,0
7,17,0,8,21,0,7,13,0,0,4,2,0,0,32,0,0,0,6,8,0,7,0,0,0,0,0,0,5,0,7,0,0,24,16,44,0,33,22,21,27,7,0,0,0,0,31,34,0,0,7,52,86
9,18,0,8,20,0,6,16,0,0,2,1,0,0,28,0,0,0,9,10,0,9,0,0,0,0,0,0,8,0,5,0,14,22,15,33,0,28,34,20,23,7,0,0,0,1,34,36,0,0,8,50,0
7,17,0,10,24,0,5,13,0,0,3,1,0,0,25,0,0,0,8,9,0,0,0,0,0,0,0,0,5,0,5,0,31,23,15,25,0,0,24,18,18,6,0,0,0,0,30,0,0,0,7,0,0
6,15,0,7,22,0,7,10,0,0,2,7,0,0,20,0,0,0,5,8,0,0,0,0,0,0,0,0,8,0,0,0,11,20,15,24,0,29,23,15,11,5,0,0,0,0,30,31,0,0,8,51,0
6,14,0,5,22,0,9,13,0,18,0,6,0,0,23,0,0,0,9,14,0,0,0,0,0,0,0,0,8,0,4,0,0,19,15,0,0,0,27,14,26,7,0,0,0,0,36,25,0,0,7,0,0
6,16,0,4,16,0,10,12,0,0,3,2,0,0,29,9,0,0,10,10,0,0,0,0,0,0,0,0,6,0,4,0,10,21,15,0,0,0,34,18,18,8,0,0,0,0,29,0,0,0,7,48,0
7,15,0,5,20,0,7,11,0,17,2,16,0,0,23,0,0,0,7,14,0,10,0,35,0,0,0,0,6,0,5,0,10,20,16,29,0,0,32,22,19,7,0,86,0,0,27,32,0,0,7,40,0
5,15,0,7,16,0,8,12,0,24,2,22,0,0,27,0,0,0,10,9,0,6,0,0,0,0,0,0,5,0,4,0,11,23,15,28,0,0,21,17,11,5,0,0,0,0,34,0,0,0,7,29,0
5,13,0,6,22,0,6,12,0,17,0,2,0,0,30,0,0,0,8,10,0,5,0,0,0,0,0,0,7,0,5,0,11,19,15,0,0,0,23,17,8,8,1,0,0,0,41,0,0,0,6,0,0
6,16,0,5,22,0,7,11,0,30,2,1,0,0,25,0,0,0,8,11,0,9,0,0,0,0,0,0,9,0,4,68,11,25,15,50,0,30,28,22,23,0,0,0,0,0,35,27,0,0,7,61,0
5,16,0,8,22,3,8,13,0,33,2,2,0,0,27,5,0,0,6,9,0,0,0,0,0,0,0,0,8,0,4,0,0,24,16,45,0,22,24,20,32,6,1,0,0,0,40,0,0,0,7,38,0
5,15,0,5,22,3,6,12,0,0,2,7,0,0,24,0,0,0,8,10,0,0,0,41,0,0,0,0,7,0,5,0,0,26,15,32,0,0,22,19,21,8,0,0,0,1,34,27,0,0,7,48,0
5,13,0,4,19,3,0,13,0,17,0,5,0,0,23,0,0,0,7,10,0,0,0,0,0,0,0,0,8,0,4,0,14,22,15,29,0,0,18,23,18,8,0,0,0,0,36,25,0,0,6,37,97
7,13,0,5,17,0,8,18,0,36,0,2,0,0,30,5,0,0,9,8,0,0,0,0,0,0,0,0,8,0,7,0,17,27,18,0,0,0,21,14,17,12,0,0,0,0,49,0,0,0,7,43,0
7,13,0,6,21,0,7,14,0,0,3,1,0,0,29,0,0,0,10,8,0,10,0,0,0,0,0,0,8,0,3,51,0,25,16,29,0,0,19,18,31,7,0,86,0,0,48,37,0,0,8,0,0
7,12,0,6,21,0,8,12,0,0,0,2,0,0,25,0,0,0,7,14,0,7,0,0,0,0,0,0,8,0,5,0,0,22,17,0,0,0,18,18,11,6,0,0,0,0,38,20,0,0,7,32,0
5,12,0,5,24,4,6,13,0,0,0,1,0,0,32,0,0,0,9,9,0,0,0,0,0,0,0,0,7,0,4,0,0,21,17,0,0,0,22,16,39,0,0,0,0,0,46,0,0,0,7,30,0
7,14,0,5,24,0,5,13,0,0,0,4,0,0,26,0,0,0,8,14,0,6,0,0,0,0,0,0,7,0,4,63,18,19,18,36,0,97,21,22,38,7,0,0,0,0,46,34,0,0,7,0,0
6,15,0,3,23,0,5,16,0,28,2,2,0,0,24,4,0,0,9,11,0,6,0,0,0,0,0,0,8,0,5,0,22,19,18,22,0,73,28,17,25,6,0,0,0,1,42,0,0,0,8,35,0
6,14,0,5,18,3,0,12,0,0,0,2,0,0,28,0,0,0,9,10,0,0,0,0,0,0,0,0,7,0,5,65,0,23,18,0,0,26,20,21,14,0,0,0,0,0,42,20,0,0,8,40,0
6,16,0,5,23,3,6,11,0,17,0,2,0,0,34,0,0,0,8,13,0,5,0,30,0,0,0,0,7,0,5,54,0,23,17,30,0,33,23,21,15,6,0,0,0,0,76,23,0,0,8,85,0
7,16,0,5,18,0,6,12,0,0,0,3,0,0,29,5,0,0,9,14,0,0,0,0,0,0,0,0,8,0,4,0,0,35,18,28,0,0,28,20,15,8,0,0,0,0,60,24,0,0,7,66,0
6,17,0,3,18,0,7,12,0,0,0,4,0,0,28,0,0,0,9,11,0,6,0,0,0,0,0,0,8,0,5,0,9,23,18,57,0,22,24,16,13,11,0,0,0,0,57,32,0,0,7,51,0
5,15,0,3,20,4,10,13,0,0,0,2,0,0,26,4,0,0,8,13,0,8,0,37,0,0,0,0,4,0,2,0,9,25,18,21,0,40,21,24,9,5,0,0,0,0,57,0,0,0,7,37,0
5,15,0,5,21,3,7,15,0,0,2,1,0,0,24,0,0,0,7,9,0,0,0,0,0,0,0,0,8,0,4,0,0,23,20,23,0,21,18,17,8,6,0,0,0,0,53,0,0,0,7,56,0
5,14,0,4,21,0,5,14,0,21,0,3,0,0,23,0,0,0,8,10,0,6,0,0,0,0,0,0,9,0,3,50,0,26,18,29,0,20,20,22,11,5,0,0,0,1,50,0,0,0,6,31,0
4,14,0,2,23,0,6,12,0,16,0,3,0,0,24,0,0,0,9,11,0,6,0,0,0,0,0,0,9,0,5,51,13,32,18,31,0,0,21,12,9,0,0,0,0,0,50,0,0,0,8,32,0
6,14,0,5,24,0,7,13,0,23,2,6,0,0,23,0,0,0,9,12,0,6,0,0,0,0,0,0,7,0,5,0,0,30,22,29,0,0,19,16,9,6,0,0,0,0,53,22,0,0,8,0,0
6,14,0,6,28,3,6,13,0,18,4,7,0,0,25,6,0,0,11,17,0,12,0,0,0,0,0,0,9,0,6,0,0,30,22,31,0,25,17,22,13,5,1,0,0,1,61,0,0,0,8,40,0
5,14,0,4,22,3,6,15,0,30,0,54,0,0,29,0,0,0,11,15,0,6,0,0,0,0,0,0,8,0,5,0,0,28,21,33,0,84,19,21,20,7,0,76,0,1,53,32,0,0,7,40,0
6,16,0,6,22,0,7,15,0,27,2,6,0,0,29,0,0,0,9,10,0,6,0,0,0,0,0,0,8,0,4,0,0,24,21,0,0,91,21,20,25,7,1,0,0,0,58,0,0,100,8,38,0
5,12,0,4,23,0,6,16,0,30,2,7,0,0,26,0,0,0,11,12,0,7,0,0,0,0,0,0,6,0,5,59,13,21,19,27,0,0,21,28,54,8,0,0,0,1,50,0,0,0,7,42,0
6,14,0,5,26,3,5,12,0,25,2,4,0,0,30,0,0,0,11,13,0,7,0,0,0,0,0,0,8,0,5,49,0,24,21,31,0,28,20,22,97,11,0,0,0,0,69,26,0,0,7,37,0
6,15,0,4,26,4,7,15,0,20,2,4,0,46,27,0,0,100,9,14,0,0,0,0,0,0,0,0,9,0,6,50,0,24,23,49,0,30,20,22,48,9,0,0,0,0,56,31,0,0,9,60,0
7,16,0,4,26,0,10,16,0,36,3,2,0,0,28,4,0,0,12,14,0,7,0,0,0,0,0,0,8,0,5,0,0,22,22,0,100,26,24,17,7,7,1,0,0,1,67,31,0,0,8,60,0
6,16,0,3,21,4,4,18,0,40,4,1,0,0,31,6,0,0,10,18,0,11,0,0,0,0,0,0,8,0,5,0,11,26,21,32,0,27,22,20,5,10,1,0,0,3,86,0,0,0,8,44,0
7,15,0,3,25,4,7,18,45,34,3,3,0,0,31,0,0,0,13,9,0,8,0,0,0,0,0,0,7,0,5,0,0,25,24,34,0,0,22,24,5,8,0,0,0,2,90,27,0,0,8,39,0
6,15,0,4,25,3,4,13,0,37,4,1,0,0,24,6,0,0,11,9,0,0,0,0,0,0,0,0,9,0,4,75,0,28,22,30,0,28,22,21,3,0,1,0,0,1,96,29,0,0,9,50,0
11,14,0,5,30,4,5,15,0,41,4,1,0,0,26,6,0,0,11,12,0,11,0,0,0,0,0,0,6,0,4,53,0,31,22,44,0,0,18,18,9,10,0,0,0,2,99,26,0,0,9,0,0
8,15,0,0,28,0,7,13,0,38,5,1,0,0,31,0,0,0,9,15,0,7,0,0,0,0,0,0,7,0,4,0,14,32,22,25,0,0,14,18,10,7,0,0,0,1,78,23,0,0,9,51,0
5,15,0,4,28,0,5,14,0,38,3,2,0,0,29,7,0,0,11,15,0,11,0,0,0,0,0,0,8,0,6,52,0,26,22,23,0,0,26,21,16,11,1,0,0,0,79,25,0,0,9,36,83
5,17,0,0,33,4,5,17,0,45,3,2,0,0,33,6,0,0,13,14,0,9,0,0,0,0,0,0,8,0,9,0,0,29,24,45,0,100,21,17,15,8,0,0,0,1,84,35,0,0,9,66,0
6,16,0,3,31,0,4,18,0,25,3,3,0,0,34,6,0,0,13,13,0,5,0,0,0,0,0,0,9,0,7,0,10,28,21,42,0,71,33,21,15,11,0,75,0,2,86,29,0,0,11,46,0
7,14,0,5,28,0,0,17,0,34,4,2,0,0,28,5,0,0,8,12,0,7,0,0,0,0,0,0,10,0,5,0,11,26,21,34,0,50,22,18,9,10,0,0,0,0,84,0,0,0,10,45,0
6,17,0,3,31,4,7,15,0,16,4,3,0,0,36,8,0,0,11,16,0,9,0,0,0,0,0,0,9,0,7,65,13,21,22,28,0,36,26,19,5,8,0,0,0,1,75,0,0,0,9,44,0
5,19,0,5,27,5,6,15,0,28,4,3,0,0,35,7,0,0,11,18,0,7,0,0,0,0,0,0,10,0,6,48,0,26,23,38,0,0,22,17,31,8,0,0,0,1,81,20,0,0,8,71,0
7,16,0,3,26,0,6,16,0,40,2,3,0,0,31,6,0,0,11,15,0,7,0,0,0,0,0,0,10,0,5,53,13,15,22,32,0,0,23,18,7,17,0,0,0,1,93,0,0,0,6,39,0
6,16,0,3,21,0,4,19,0,26,2,3,0,0,25,5,0,0,7,22,0,7,0,0,0,0,0,0,11,0,7,62,10,9,21,35,0,0,18,17,5,8,0,72,0,1,93,29,100,0,4,61,0
8,18,0,4,26,0,8,23,0,32,2,2,0,0,24,0,0,0,7,17,0,7,0,0,0,0,0,100,10,0,8,52,0,10,20,30,0,0,21,19,13,11,1,0,0,1,94,20,0,0,4,31,0
5,17,0,2,23,3,4,20,0,30,3,2,0,0,29,5,0,0,8,14,0,10,0,0,0,1,0,0,9,0,9,0,10,9,19,0,0,21,25,20,14,8,0,0,0,0,76,0,0,0,4,57,0
5,15,0,2,23,0,4,15,0,41,3,3,0,0,27,5,0,0,8,12,0,8,0,0,0,0,0,0,9,0,6,0,7,10,19,36,0,0,17,16,5,7,1,0,0,1,78,27,0,0,5,48,0
6,15,0,2,22,4,6,17,0,63,3,4,0,0,30,4,0,0,9,12,0,5,0,0,0,0,0,0,10,0,6,0,11,18,19,22,0,19,19,15,3,5,1,0,0,1,79,0,0,0,5,0,0
6,15,24,3,19,3,4,17,0,97,4,6,0,0,30,3,0,0,10,15,0,11,0,27,0,0,0,0,15,0,7,0,18,15,22,31,0,0,21,16,2,10,0,83,0,1,83,19,0,0,5,38,0
4,15,0,3,21,3,3,16,38,100,2,14,0,0,23,4,0,0,10,13,0,7,0,0,0,0,0,0,14,0,6,0,16,14,20,35,0,20,19,17,2,8,1,71,0,1,77,16,0,0,5,32,0
4,14,0,2,19,4,4,16,39,41,3,44,0,0,31,0,0,0,8,14,0,5,0,0,0,0,0,0,15,0,5,0,12,11,18,30,0,69,20,17,2,8,1,0,0,1,75,0,47,0,5,32,0
4,13,0,0,17,0,4,16,0,19,2,5,0,0,27,5,0,0,9,14,0,7,0,0,100,0,0,0,12,0,4,0,0,17,19,36,0,56,18,25,1,5,0,0,0,1,72,33,0,0,5,40,0
6,16,0,2,23,3,5,15,0,36,2,4,0,0,28,0,0,0,10,15,0,0,0,0,0,0,0,0,14,0,7,0,0,14,22,26,0,37,20,23,1,8,0,0,0,1,72,0,0,0,6,63,0
6,17,0,4,22,3,4,15,0,27,3,3,0,0,29,5,0,0,9,15,0,0,0,0,0,0,0,0,14,0,7,0,0,13,23,41,0,0,23,24,1,9,1,0,0,1,60,25,0,0,6,54,0
6,16,17,2,29,3,5,15,0,55,4,10,0,0,26,5,0,0,11,16,0,13,0,0,0,0,0,75,16,0,10,0,12,13,27,46,0,21,18,20,8,7,1,0,0,1,82,17,0,0,7,57,0
6,18,0,2,29,3,5,16,0,86,8,2,0,0,26,6,0,0,12,16,0,7,0,0,0,0,0,0,16,0,17,0,0,14,26,37,0,24,27,21,4,11,1,100,0,1,79,0,0,0,8,60,0
5,17,0,3,23,5,4,14,0,27,4,1,0,0,27,0,0,0,9,11,0,7,0,0,0,0,0,0,18,0,32,0,8,12,21,29,0,0,21,20,2,7,1,0,0,1,77,15,0,0,6,49,0
6,17,19,3,20,6,3,15,0,44,3,2,0,0,29,3,0,0,10,15,0,8,0,0,0,0,0,0,19,0,7,0,7,20,22,35,0,0,18,25,3,8,0,69,0,1,80,18,0,0,6,43,0
5,15,0,3,23,5,5,14,0,26,3,1,0,0,23,7,0,0,10,15,0,7,0,37,0,0,0,0,15,0,6,41,8,31,21,33,0,0,13,21,1,5,0,0,0,2,73,0,0,0,7,35,0
6,14,0,3,25,2,6,13,0,36,3,1,0,0,27,0,0,0,11,17,0,5,0,0,0,0,0,0,15,0,5,0,0,20,21,27,0,15,16,28,1,6,1,72,0,1,90,25,0,0,6,30,0
5,15,0,2,25,3,5,14,0,52,4,1,0,0,27,5,0,0,10,15,0,9,0,0,0,0,0,0,13,0,5,33,0,15,21,36,0,20,20,21,1,8,1,0,0,2,87,0,0,0,7,41,0
6,16,0,2,22,5,5,14,0,24,3,1,0,0,24,5,0,0,11,14,0,5,0,26,0,0,0,0,18,0,5,0,12,20,21,43,0,98,17,28,1,13,1,0,0,2,88,0,0,0,6,37,0
5,15,0,2,24,4,5,13,0,29,3,1,0,0,27,4,0,0,12,14,0,9,0,0,0,0,0,0,15,0,7,0,8,26,19,43,0,69,21,23,1,7,0,0,0,2,87,17,0,0,6,35,0
6,14,0,2,23,3,3,15,0,16,2,1,0,0,29,6,0,0,12,10,0,6,0,0,0,0,0,0,14,0,5,0,0,26,20,39,0,16,18,22,1,7,1,0,0,2,88,21,0,0,11,50,0
5,18,0,3,25,6,4,11,0,27,3,1,0,0,32,3,0,0,11,9,0,6,0,0,0,0,0,0,16,0,5,0,0,15,20,33,0,21,21,27,1,8,1,48,0,1,73,17,0,0,9,39,0
5,19,0,0,24,8,9,12,0,29,3,1,0,0,36,4,0,0,12,13,0,10,0,20,0,0,0,65,17,0,4,46,6,17,22,60,0,27,27,33,1,8,1,0,0,2,71,26,0,0,9,55,0
5,22,0,2,25,7,5,14,0,26,3,2,0,0,36,5,0,0,10,15,0,5,0,0,0,0,0,0,15,100,5,26,10,16,22,44,0,31,30,30,1,9,1,50,0,2,75,28,0,0,8,73,0
6,17,0,4,23,8,5,15,0,31,3,7,0,0,33,4,0,0,10,15,0,8,0,0,0,0,0,0,15,0,6,0,0,14,23,38,0,24,25,27,1,8,1,41,0,2,78,22,48,0,9,49,0
6,19,0,4,23,8,5,13,0,28,2,1,0,0,29,4,0,0,10,20,0,7,0,0,0,0,0,0,17,0,5,33,11,17,26,33,0,24,24,27,1,10,1,49,0,1,68,19,0,0,9,57,0
4,18,0,3,23,8,3,13,0,26,3,2,0,0,31,6,0,0,10,18,0,8,0,0,0,0,0,0,20,0,5,0,9,20,23,30,0,13,26,27,1,8,1,64,0,2,80,25,39,0,9,47,0
4,19,0,3,22,11,9,13,0,32,3,1,0,0,28,5,0,0,8,12,0,6,0,0,0,0,0,0,21,0,5,0,7,22,23,27,0,0,22,31,1,6,0,45,0,2,70,16,0,0,9,38,0
5,17,0,2,25,7,8,13,0,24,2,2,0,0,30,5,0,0,8,16,0,6,0,0,0,0,0,0,21,0,4,0,7,20,23,30,0,0,22,27,1,6,0,52,0,2,72,21,0,0,10,35,0
4,18,0,2,23,6,3,12,0,31,2,1,0,0,27,3,0,0,9,12,0,6,0,0,0,0,0,0,20,0,4,0,6,15,22,28,0,33,24,30,1,10,1,74,0,2,71,19,43,0,8,26,0
4,18,0,2,22,8,7,13,0,16,2,1,0,0,30,6,0,0,9,13,0,8,0,19,0,0,0,0,15,0,5,0,11,22,22,39,0,84,21,25,1,10,0,62,0,1,63,22,49,0,8,38,0
4,19,25,2,19,7,9,10,0,22,1,4,0,0,31,8,0,0,7,11,0,7,0,26,0,0,0,0,15,0,7,45,6,24,19,31,0,40,28,29,1,10,0,60,0,2,61,20,49,0,8,42,0
4,18,0,1,24,6,4,12,0,21,2,1,0,0,31,7,0,0,9,13,0,8,0,0,0,0,0,0,16,0,5,0,6,20,19,25,0,17,24,29,1,7,1,59,0,2,58,20,51,0,9,40,0
5,19,0,2,28,6,6,9,0,22,2,2,0,0,34,7,0,0,9,15,0,8,0,20,0,0,0,0,15,0,4,0,8,22,20,36,0,34,25,34,1,6,1,62,0,2,65,22,38,0,8,45,0
5,20,0,3,26,7,8,11,0,24,2,2,0,0,34,6,0,0,8,12,0,7,0,0,0,0,0,0,20,0,5,0,10,20,22,31,0,28,24,29,1,5,1,0,0,1,66,28,43,0,7,45,0
5,22,16,3,24,6,5,13,0,23,2,2,0,0,33,5,0,0,8,11,0,9,0,17,0,0,0,0,17,0,5,0,10,18,24,33,0,0,29,29,3,9,1,61,0,1,63,21,41,0,8,49,0
5,19,0,2,25,6,5,13,0,27,2,2,0,0,30,5,0,0,7,13,0,4,0,0,0,0,0,0,16,0,3,0,9,21,25,27,0,15,25,27,1,4,1,87,0,2,66,16,36,0,10,48,0
4,18,0,2,22,6,7,15,0,24,2,2,0,0,30,4,0,0,9,10,0,8,0,0,0,0,0,0,22,0,4,0,7,22,23,41,0,16,25,27,1,9,1,49,0,1,55,0,31,0,7,52,0
5,19,0,3,26,6,8,14,0,22,2,2,0,0,33,5,0,0,11,14,0,8,0,0,0,0,0,0,27,0,5,0,0,22,22,37,0,11,20,30,1,7,1,0,0,1,63,22,0,0,8,35,0
4,16,0,2,32,4,5,12,0,31,2,2,0,0,31,4,0,0,8,14,0,8,0,0,0,0,0,0,27,0,5,0,6,25,24,29,0,11,15,29,1,7,1,0,0,2,59,20,0,0,8,35,0
4,16,0,2,28,4,6,10,0,28,2,5,0,0,31,2,0,0,9,12,0,7,0,0,0,0,0,0,23,0,4,33,0,19,23,26,0,12,20,25,1,6,1,0,0,2,58,12,0,0,8,40,0
4,17,0,2,23,6,4,15,0,24,2,29,0,0,31,4,0,0,9,12,0,9,0,0,0,0,0,0,18,0,4,0,8,17,21,20,0,21,20,26,0,8,0,0,0,1,53,24,0,0,7,39,0
4,18,0,2,21,5,6,12,0,30,2,2,0,0,32,4,0,0,9,10,0,7,0,0,0,0,0,0,17,0,4,24,0,17,22,42,0,69,24,26,1,7,1,50,0,1,47,16,0,0,7,46,0
4,18,0,2,20,3,6,10,0,26,2,2,0,0,32,4,0,0,8,11,0,10,0,0,0,0,0,0,19,0,4,0,0,14,21,39,0,27,18,26,1,8,1,48,0,1,53,13,0,0,8,35,0
4,16,0,2,19,4,7,12,0,25,2,3,0,0,30,4,0,0,7,10,0,12,0,0,0,0,0,0,20,0,4,0,0,15,22,36,0,21,16,26,1,5,0,0,0,1,55,16,0,0,8,59,0
5,16,0,3,20,4,4,9,0,31,2,1,0,0,29,5,0,0,7,12,0,9,0,0,0,0,0,0,17,0,3,0,6,13,18,21,0,15,20,24,1,9,0,48,0,1,48,19,0,0,8,33,0
4,18,0,0,20,7,7,10,0,31,2,2,0,0,33,4,0,0,7,11,0,8,0,0,0,0,0,0,15,0,4,0,6,14,20,34,0,19,22,21,1,7,1,44,0,1,50,17,0,0,8,36,0
5,17,0,0,18,5,4,11,0,26,2,3,0,0,29,5,0,0,8,13,0,5,100,0,0,0,0,0,16,0,3,0,5,14,22,39,0,12,19,26,1,6,1,0,0,1,51,22,0,0,8,39,0
4,17,0,0,20,4,6,13,0,27,2,1,0,0,29,5,0,0,7,13,0,8,0,0,0,0,0,0,12,0,4,0,0,20,21,33,0,17,20,22,1,6,0,52,0,1,50,15,0,0,7,47,0
4,16,0,0,18,5,4,13,0,28,2,2,0,0,26,6,0,0,7,12,0,8,0,0,0,0,0,0,13,0,9,0,7,19,20,26,0,14,22,26,1,7,1,77,0,1,51,17,0,0,5,41,0
4,16,0,2,19,3,5,12,0,26,2,4,0,0,25,2,0,0,7,11,0,7,0,0,0,0,0,0,13,0,5,0,9,19,19,28,0,19,17,21,1,7,0,0,0,1,42,16,0,0,6,36,0
5,17,0,1,20,4,6,10,0,23,3,7,0,0,29,6,0,0,7,10,0,5,0,0,0,0,0,0,16,0,5,0,6,18,20,34,0,0,22,20,1,6,0,44,0,1,45,16,0,0,9,40,0
4,17,0,0,24,4,10,9,0,24,2,1,0,0,24,6,0,0,8,11,0,5,0,0,0,1,0,0,13,0,4,0,0,17,18,20,0,0,17,24,1,5,1,0,0,1,45,19,0,0,13,23,0
4,16,0,0,21,4,7,10,0,26,2,1,0,0,22,6,0,0,7,14,0,4,0,0,0,0,0,0,13,0,5,0,0,15,19,25,0,28,18,20,1,6,1,45,0,1,42,13,0,0,12,40,0
4,17,0,0,21,3,5,12,0,32,1,2,0,0,27,3,0,0,7,10,0,8,0,0,0,0,0,82,13,0,4,29,8,13,17,27,0,65,19,21,1,7,1,54,0,1,44,22,0,0,6,36,0
3,17,0,0,19,5,4,9,0,24,2,12,0,0,28,4,0,0,7,12,0,9,0,0,0,0,0,0,14,0,5,0,8,16,18,22,0,26,18,23,1,11,1,86,0,1,46,23,0,0,5,50,0
2,18,13,0,21,4,3,11,3,17,1,4,0,2,34,3,0,0,8,12,0,7,0,21,58,0,0,64,12,17,4,9,3,15,19,19,0,12,17,25,1,7,0,29,1,1,40,9,12,9,4,33,10
